"ID","Language","AtLeastOneOpenResponse","Isolation","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Coinhabitants","Age","Gender","Country","Education","OrganizationSize","Disabilities","OS1_y","OS1_h","OS2_y","OS2_h","OS3_y","OS3_h","OS4_y","OS4_h","OS5_y","OS5_h","OS6_y","OS6_h","OS7_y","OS7_h","OS8_y","OS8_h","OS9_y","OS9_h","OS10_y","OS10_h","OS11_y","OS11_h","OS12_y","OS12_h","OS13_y","OS13_h","OS14_y","OS14_h","OS15_y","OS15_h","OS16_y","OS16_h","OS17_y","OS17_h","OS18_y","OS18_h","OS19_y","OS19_h","OS20_y","OS20_h","OS21_y","OS21_h","OS22_y","OS22_h","COVIDStatus","AdultCohabitants","ChildCohabitants","FearResilience","PerRatioB","PerRatioS","DeltaWellbeing"
59,"English",1,3,0,4,4,4,4,2,-3,3,1,3,-1,2,1,3,2,4,2,0,3,1,4,3,0,1,0,1,1,0,2,1,1,2,2,1,2,1,-1,7,9,6,1,0.3,0,1,3,3,"Male","Italy",2,4,0,,,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,,,0,1,0,1,,,0,1,,,0,1,,,1,1,,,,,,,,,2,2,0,-4,1.28571428571429,0.857142857142857,-2
60,"English",0,3,1,4,1,4,1,3,1,-1,2,3,-1,3,3,2,3,3,2,0,3,1,0,3,2,2,2,1,3,1,3,3,1,1,1,1,0,2,3,5,7,8,1,0.3,0,1,2,3,"Male","Italy",0,2,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,,1.4,1.6,-8
61,"English",1,2,3,4,4,4,4,-3,-2,1,-1,2,-3,3,3,4,4,4,1,0,2,2,1,3,0,0,1,1,1,0,2,2,2,3,2,2,2,2,1,8,9,6,1,0.8,0,1,3,4,"Female","United Kingdom",2,3,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,,,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,-0.8,1.125,0.75,-12
62,"English",1,2,4,4,3,4,3,3,2,2,3,3,2,1,0,1,2,1,5,4,5,5,5,1,0,1,3,2,0,3,-1,2,0,1,0,1,1,2,1,8,5,8,1,0.1,0,1,4,3,"Male","Slovenia",3,4,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,,,,,,,0,1,,,0,1,1,1,1,1,1,1,1,1,1,1,0,3,0,0.4,0.625,1,19
63,"English",0,2,0,3,4,4,2,1,1,2,3,1,1,5,5,4,4,5,4,3,5,4,5,2,1,1,0,1,1,0,1,2,1,1,0,1,1,2,2,8,8,9,1,0.5,0,1,2,3,"Male","Spain",4,3,0,,,,,,,,,,,,,1,1,1,1,1,1,,,1,1,1,1,,,,,,,1,1,,,1,1,,,,,,,1,1,0,1,0,,1,1.125,-2
64,"English",0,2,0,3,3,3,3,1,-2,-1,-2,-1,1,3,3,4,3,3,2,4,4,3,2,2,2,3,2,1,2,2,2,3,1,1,0,1,1,0,2,7,8,9,1,1,0.1,1,3,6,"Male","France",3,2,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,2,,1.14285714285714,1.28571428571429,-1
65,"English",1,2,1,4,2,4,,1,1,2,-1,3,-2,4,4,4,4,3,2,1,4,2,2,3,2,1,1,0,2,0,2,1,2,2,3,0,0,1,2,8,8,7,1,0.2,0,0,4,2,"Male","Romania",2,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,3,0,-2.8,1,0.875,-8
66,"English",0,2,3,4,4,4,1,2,3,3,2,1,1,2,2,3,4,3,5,3,4,4,3,1,0,2,3,1,1,2,1,2,1,1,1,1,1,0,1,6,7,8,1,0.3,0,1,5,3,"Male","United States",2,5,0,1,0,0,1,,,0,1,0,1,1,0,1,0,0,1,1,0,,,1,0,,,,,0,1,0,1,,,,,1,0,1,0,1,0,,,1,0,0,2,2,-4.1,1.16666666666667,1.33333333333333,5
67,"English",1,2,3,4,3,4,2,2,1,2,2,2,1,4,4,4,4,4,3,3,2,3,1,2,0,1,2,1,1,1,2,2,2,1,2,1,1,2,2,8,9,8,1,0.9,0,1,2,4,"Male","United States",3,5,0,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,0,,,0,1,,,1,0,0,1,1,1,,,1,1,,,1,1,0,1,0,-3.4,1.125,1,-8
68,"English",0,2,0,1,1,4,2,3,2,1,1,2,1,3,4,3,3,3,4,2,4,4,3,3,0,0,0,0,3,0,3,2,2,1,1,1,1,0,2,7,8,7,1,0.8,0.1,1,1,3,"Male","United Kingdom",2,4,0,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,,,1,1,,,0,1,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,1.14285714285714,1,1
69,"English",1,2,,3,3,3,2,3,3,2,1,3,3,4,4,4,4,4,4,2,2,3,3,3,0,1,1,1,1,1,3,3,1,1,1,1,1,1,3,4,8,8,1,0.3,0,1,1,3,"Male","United States",2,5,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,-3.6,2,2,-6
70,"English",1,2,2,2,4,4,1,2,3,3,3,3,3,0,5,3,5,5,5,0,5,5,5,4,0,1,1,2,1,0,3,4,1,0,1,0,0,1,3,3,9,10,1,0.6,0.2,1,2,3,"Male","United States",2,5,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,,,1,0,0,1,1,0,,,,,0,1,,,1,0,0,1,1,0,1,0,1,0,0,1,,,0,1,0,1.4,3,3.33333333333333,2
71,"English",0,2,1,4,3,3,1,3,3,3,3,3,-1,4,3,3,5,5,3,2,2,3,2,3,0,1,1,0,1,0,3,3,1,1,2,2,1,1,0,9,9,6,1,0.2,0,1,4,2,"Male","France",3,3,0,1,0,1,0,1,0,,,,,,,1,0,1,0,1,0,,,1,0,1,0,,,0,1,,,,,,,1,0,1,0,1,0,,,1,0,0,3,0,-1.7,1,0.666666666666667,-8
72,"English",1,2,2,1,4,4,,2,-1,-1,3,2,1,1,2,1,2,4,2,1,1,1,1,3,0,1,1,1,1,0,2,2,3,3,2,2,1,0,0,7,9,6,1,0.5,0,1,3,6,"Male","Ireland",1,2,0,1,1,,,1,1,,,1,1,1,1,1,1,0,1,1,1,,,1,1,0,1,,,,,,,,,,,1,0,1,1,1,1,,,1,1,0,1,1,-3,1.28571428571429,0.857142857142857,-4
73,"English",0,3,3,4,4,4,2,3,2,2,2,3,1,4,4,3,4,5,4,4,3,5,4,2,0,2,3,1,3,2,0,2,3,2,2,1,2,0,0,6,6,6,1,1.2,0,1,2,5,"Male","United States",2,3,0,1,1,1,1,1,1,,,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,0,1,0,1,1,1,0,1,1,1,0,1,,,5,1,0,,1,1,0
74,"English",1,2,1,1,1,0,0,2,-1,2,-1,2,1,2,2,2,2,2,3,2,2,2,2,1,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,7,7,7,1,0.2,0,1,1,3,"Male","United States",2,5,0,0,1,,,1,1,0,1,0,1,1,1,0,1,0,1,1,1,,,1,1,,,,,,,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0.8,1,1,1
75,"English",0,2,1,4,2,4,3,-1,2,2,1,3,-2,3,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,6,6,8,1,0.2,0,1,3,1,"Male","United States",0,1,0,1,0,1,0,1,0,,,1,0,1,0,1,0,,,1,0,,,,,,,1,0,,,,,,,,,,,1,0,,,1,0,1,0,0,1,1,,1,1.33333333333333,3
76,"English",1,3,4,4,4,4,4,3,2,3,2,3,-2,4,4,4,4,3,3,2,1,0,0,3,2,2,2,1,3,2,2,0,2,3,3,3,3,3,-1,8,9,5,1,1,0.3,1,2,4,"Male","United States",2,2,2,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,3,1.125,0.625,-13
77,"English",0,2,3,4,4,4,4,-1,2,2,1,-1,-1,5,5,5,4,5,5,3,2,3,2,3,0,1,1,0,0,0,3,2,0,0,1,0,0,1,2,7,10,7,1,0.8,1.5,1,3,5,"Male","United States",2,5,0,1,1,1,1,1,0,,,1,1,1,1,1,1,1,0,1,1,,,1,0,1,0,,,,,,,,,0,1,1,0,1,0,1,0,,,,,0,1,1,-4.1,1.42857142857143,1,-9
78,"English",0,2,0,4,4,4,1,1,2,3,2,2,-1,2,2,4,4,3,3,1,3,2,1,1,0,1,2,2,1,2,0,1,1,3,3,2,3,0,-2,5,5,2,1,0.4,0,0,2,,"Male","Australia",1,2,0,1,1,,,,,,,0,1,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,1,1,,,,,0,1,,,0,1,0,-1.9,1,0.4,-5
79,"English",1,2,3,1,4,4,,3,3,2,2,3,1,5,5,4,5,5,3,3,3,2,4,3,0,1,1,2,2,1,2,2,1,1,1,2,2,1,2,6,7,5,1,0.6,0,1,3,4,"Male","Ireland",2,5,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,-3.7,1.16666666666667,0.833333333333333,-9
80,"English",1,2,1,4,3,4,3,2,1,1,-3,2,1,0,1,3,0,1,0,0,1,0,0,2,3,3,2,4,4,2,0,,,,3,,3,,0,8,6,4,1,0.5,0.1,1,3,3,"Male","Saudi Arabia",2,2,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,,,1,1,1,1,1,0,,,,,,,0,1,0,1,1,1,0,1,,,1,1,1,2,0,-1.5,0.75,0.5,-4
81,"English",0,2,1,2,1,4,1,-1,1,2,-1,2,-1,2,2,0,3,1,3,2,0,1,3,2,0,1,1,0,3,0,2,3,1,2,1,1,1,2,2,5,8,8,1,1.5,0,1,4,7,,"United States",2,3,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,3,0,1.2,1.6,1.6,1
82,"English",0,2,3,4,4,4,4,3,2,3,2,3,-2,4,3,4,4,5,4,4,5,4,4,4,0,0,2,1,1,0,3,3,1,3,1,1,1,0,2,9,9,8,1,0.9,0.2,1,2,4,"Male","United Kingdom",2,3,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,-3.4,1,0.888888888888889,1
83,"English",0,2,0,4,3,4,2,3,1,2,1,3,1,3,3,2,2,2,0,1,0,0,0,2,0,1,0,0,0,2,2,2,2,2,3,1,3,2,1,8,9,8,1,0.8,0,1,3,3,"Male","Israel",2,4,0,1,1,1,1,1,1,,,,,,,1,1,,,1,1,,,,,1,1,,,,,,,1,0,,,1,1,1,1,1,1,,,1,1,0,2,0,-3.5,1.125,1,-11
84,"English",0,1,4,4,4,4,0,3,-3,-2,-1,-3,-3,5,4,5,5,5,2,2,2,3,4,4,0,1,1,1,1,0,3,3,2,3,3,1,1,2,0,6,8,5,1,0.1,0,1,4,2,"Male","United States",1,4,2,1,0,0,1,,,,,,,1,0,1,0,1,0,1,0,,,1,0,1,0,,,,,0,1,,,,,1,0,1,0,1,0,1,0,1,0,0,3,0,,1.33333333333333,0.833333333333333,-11
85,"English",1,3,3,4,3,4,3,-2,1,1,1,2,-2,3,3,4,4,4,1,0,1,1,1,4,0,1,1,1,1,0,2,2,3,3,2,3,2,3,1,6,8,5,1,2,0.5,1,3,7,"Female","United States",2,2,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,0,1,0,1,0,1,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,3.3,1.33333333333333,0.833333333333333,-14
86,"English",0,3,0,4,4,3,3,2,-2,2,-2,1,-1,2,0,3,2,3,3,1,3,1,3,3,1,2,2,2,1,0,2,3,1,2,2,2,0,2,2,8,9,8,1,0.9,0.2,1,2,3,"Male","Brazil",2,1,0,1,1,0,1,1,1,0,1,,,1,1,0,1,0,1,,,0,1,,,,,,,0,1,,,,,,,1,1,0,1,1,1,0,1,1,1,0,1,0,0.1,1.125,1,1
87,"English",0,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,4,3,5,4,4,5,5,3,0,1,1,1,1,1,2,3,1,1,1,1,1,0,2,5,7,7,1,0.4,0,1,0,5,"Male","United States",3,5,0,1,0,,,,,,,,,,,1,0,,,1,0,,,1,0,,,,,,,,,,,0,1,1,0,1,0,1,0,,,1,0,0,,0,-4.1,1.4,1.4,9
88,"English",0,2,3,4,2,3,2,3,2,2,2,2,2,4,4,5,2,3,1,1,4,4,5,4,0,3,1,1,,0,1,3,1,1,2,1,3,0,1,7,8,7,1,0.3,0.3,1,2,4,"Male","Australia",1,2,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,,,0,1,1,0,,,0,1,1,0,0,1,,,1,0,0,1,1,0,0,1,1,0,0,1,0,-2.9,1.14285714285714,1,-3
89,"English",0,3,1,2,1,,1,2,1,2,2,2,2,1,1,1,1,1,4,3,3,3,3,1,0,1,3,2,3,2,0,1,1,0,1,1,1,0,1,6,7,7,1,0.3,0,1,3,2,"Male","Brazil",2,2,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,2,0,,1.16666666666667,1.16666666666667,11
90,"English",0,3,,4,4,4,2,2,3,3,3,2,-1,5,4,5,5,5,2,1,2,2,2,1,0,1,1,1,1,1,-1,0,3,3,2,2,3,1,-2,9,8,3,1,0.1,0,1,5,2,"Male","Australia",1,2,2,,,,,,,,,0,1,0,1,1,0,0,1,1,0,,,0,1,0,1,,,,,,,,,,,1,0,1,0,1,0,,,1,0,0,3,1,-2.9,0.888888888888889,0.333333333333333,-15
91,"English",1,3,0,0,4,4,4,3,3,3,3,3,3,1,1,5,5,2,5,1,5,1,0,4,0,1,0,0,0,0,3,4,0,1,2,0,0,0,3,6,10,10,1,1.8,0.5,1,6,4,"Male","United Kingdom",1,3,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,,,1,0,1,0,,,,,,,1,0,,,1,0,,,0,1,1,0,1,0,1,2,3,-2.9,1.66666666666667,1.66666666666667,-2
92,"English",0,2,4,4,4,4,3,3,1,3,3,3,2,5,3,4,5,4,0,2,1,0,0,3,0,1,1,1,1,0,2,3,3,2,3,3,0,1,1,9,9,8,1,0.5,0.2,1,2,2,"Male","United Kingdom",2,2,0,1,0,1,0,1,0,,,1,0,1,0,1,0,0,1,1,0,,,1,0,1,0,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,0,0,1,-2.9,1,0.888888888888889,-18
93,"English",1,2,3,4,3,4,4,1,2,2,2,3,-1,4,4,4,3,3,3,1,4,4,4,2,1,2,3,2,3,1,1,3,2,1,3,1,1,4,0,9,6,7,1,0.4,0,1,1,3,"Male","United States",2,2,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1.4,0.666666666666667,0.777777777777778,-2
94,"English",0,2,1,2,0,4,4,-1,-1,2,2,3,-2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,0,1,2,3,2,2,2,2,0,8,7,5,1,0.2,0.1,1,1,4,"Male","United States",2,5,0,1,0,1,0,1,0,,,1,0,1,0,1,0,0,1,,,,,1,0,1,0,,,,,0,1,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-1.7,0.875,0.625,-5
95,"English",1,2,1,2,4,3,0,3,2,3,2,1,-1,3,2,3,4,3,3,3,2,4,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,0,-2,5,7,3,1,0.4,0,1,5,3,"Male","United States",3,4,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,,,,,0,1,0,1,0,1,,,1,1,,,0,1,1,1,1,1,1,1,0,1,0,1,0,4,0,,1.4,0.6,0
96,"English",1,2,4,2,4,4,4,1,3,3,3,3,3,4,3,4,3,4,4,4,4,4,4,1,2,0,2,1,2,0,0,2,0,0,0,0,1,1,1,8,8,9,1,0.5,0,1,1,3,"Female","Russia",3,4,0,1,0,1,0,1,0,,,1,0,1,0,1,0,,,1,0,,,1,0,1,0,,,,,,,,,1,0,1,0,1,0,1,0,1,0,,,1,0,0,-0.5,1,1.125,2
97,"English",0,2,0,3,3,4,1,2,-3,2,-2,1,-1,1,1,4,2,1,4,2,4,3,4,2,0,2,1,1,1,0,2,1,0,3,2,1,1,1,0,6,8,7,1,0.2,0,1,2,2,"Male","Romania",2,3,0,1,1,0,1,1,1,,,,,0,1,1,1,,,1,1,,,1,0,1,0,,,,,,,,,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,-3.1,1.33333333333333,1.16666666666667,8
98,"English",1,2,2,2,4,3,4,3,3,3,-1,3,3,5,5,5,5,5,5,5,5,5,5,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,10,10,10,1,3,0.5,1,3,6,"Male","United States",2,3,0,,,,,,,,,1,0,1,0,,,1,0,1,0,,,1,0,,,,,,,,,,,,,,,1,0,1,0,0,1,,,0,,,-3.1,1,1,0
99,"English",1,2,3,4,4,,3,2,-2,2,-1,2,-1,2,2,3,3,3,2,2,3,3,3,1,0,2,1,2,2,1,1,1,2,3,3,2,2,0,-1,5,7,4,1,0.8,0.1,1,3,3,"Male","Sweden",3,2,2,1,1,1,1,1,1,,,1,1,1,1,,,0,1,1,1,,,,,,,0,1,,,,,,,0,1,1,1,1,1,1,1,,,0,1,0,2,0,-3.6,1.4,0.8,0
100,"English",1,2,,4,4,4,4,2,1,2,-2,2,-1,3,2,4,3,3,4,4,4,4,4,2,0,0,1,1,1,1,0,2,1,1,0,1,1,0,0,7,8,8,1,0.1,0.1,0,2,4,"Male","Belgium",3,1,0,1,1,,,0,1,0,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,0,1,,,,,,,,,1,1,,,,,1,1,1,1,0,-2.5,1.14285714285714,1.14285714285714,5
101,"English",0,2,1,2,3,4,0,3,1,3,3,3,1,4,3,4,4,4,4,3,4,4,4,0,0,1,1,1,0,1,0,2,1,1,0,1,2,0,0,7,8,8,1,1.2,0,1,2,6,"Male","Germany",3,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,,,1,0,1,0,0,1,,,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,-1.9,1.14285714285714,1.14285714285714,0
102,"English",1,2,1,4,4,4,,2,2,2,3,2,1,4,4,4,4,4,4,4,4,4,4,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,9,9,8,1,0.4,0.025,1,2,3,"Male","Slovenia",2,2,0,1,0,,,1,0,0,1,1,0,1,0,1,0,,,1,0,,,,,0,1,1,0,,,,,,,0,1,1,0,1,0,,,1,0,1,0,0,1,0,-1.1,1,0.888888888888889,0
103,"English",1,3,0,3,4,4,1,1,-1,1,1,2,2,2,1,4,5,4,4,3,4,4,3,3,1,1,1,0,1,0,2,2,0,2,1,0,1,1,1,7,9,8,1,0.1,0,1,6,1,"Male","Germany",1,4,0,1,1,,,1,1,,,,,,,0,1,1,1,1,1,,,1,1,1,1,1,1,,,,,0,1,,,1,1,0,1,1,0,,,,,0,5,0,-2.5,1.28571428571429,1.14285714285714,2
104,"English",1,2,2,2,4,4,1,3,-1,1,2,2,1,2,3,4,4,4,2,2,3,2,3,3,1,1,2,1,0,1,2,2,2,2,2,1,1,2,2,6,7,6,1,0.7,0.2,1,2,3,"Male","United States",2,4,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,,,0,1,1,1,,,,,0,1,,,0,1,1,1,,,1,1,,,,,0,1,0,-1.7,1.16666666666667,1,-5
105,"English",0,2,0,4,0,4,3,1,1,2,2,2,-2,3,3,4,3,3,2,2,3,2,2,3,1,0,1,1,1,1,2,2,2,2,1,1,1,2,0,8,7,6,0,0.4,0.1,1,5,4,"Male","United States",3,6,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,3,2.6,0.875,0.75,-5
106,"English",0,2,3,2,1,4,3,2,2,3,2,3,1,4,5,4,4,4,4,2,3,3,4,1,,0,1,2,2,1,0,0,2,3,2,2,3,0,-1,8,7,7,1,0.2,0,1,1,4,"Female","United States",4,3,0,1,1,0,1,1,1,,,1,1,1,1,1,1,0,1,1,1,,,1,1,1,1,,,,,,,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,-1.6,0.875,0.875,-5
107,"English",0,2,1,4,1,3,3,3,1,3,1,3,1,2,4,5,4,3,2,0,4,2,4,2,0,1,0,1,1,1,1,2,2,1,2,0,1,0,1,8,9,9,1,1,0,1,1,4,"Male","United States",2,5,0,1,0,,,,,,,,,1,0,1,0,0,1,0,1,,,0,1,1,0,,,,,,,,,,,1,0,1,0,1,0,,,1,0,0,0,0,-1.8,1.125,1.125,-6
108,"English",1,2,2,1,1,3,,1,3,1,2,3,1,4,4,5,4,4,4,4,3,4,4,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,9,9,9,1,0.5,0,1,1,3,"Male","United States",2,2,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,-3.1,1,1,-2
109,"English",1,2,3,1,4,4,3,2,1,2,1,2,-2,4,2,4,3,4,1,2,4,1,2,1,0,1,3,1,3,1,0,1,1,2,3,1,1,2,0,7,7,5,1,0.5,0,1,2,4,"Male","Germany",3,3,0,1,0,0,1,0,1,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,0,1,0,1,,,1,0,1,0,1,0,0,1,1,0,0,1,0,-2.4,1,0.714285714285714,-7
110,"English",1,2,2,4,3,3,0,2,1,2,1,3,-1,3,3,4,4,3,4,4,4,4,4,3,1,2,2,1,2,0,2,3,3,3,3,3,1,2,1,8,7,8,1,0.2,0,1,2,3,"Male","Canada",1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,,0.875,1,3
111,"English",1,2,4,4,4,4,3,1,1,3,3,2,-2,4,4,5,4,5,4,3,5,5,5,3,0,0,1,0,1,0,3,3,0,1,0,0,0,1,3,7,9,8,1,0.6,0,1,1,4,"Male","United States",3,4,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-2.9,1.28571428571429,1.14285714285714,0
112,"English",1,2,2,4,,4,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,3,0,0,1,0,0,0,3,3,0,1,1,0,1,0,3,7,9,9,1,0.3,0,1,2,3,"Male","France",3,3,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,-4,1.28571428571429,1.28571428571429,0
113,"English",1,3,4,4,4,4,2,3,3,3,3,3,1,4,0,4,3,4,4,4,4,4,3,3,0,1,2,0,0,0,3,3,2,2,1,1,1,2,3,7,9,6,1,0.4,0.3,1,2,5,"Male","United States",2,3,0,1,0,1,0,,,,,1,0,1,0,1,0,,,1,0,,,1,0,1,0,,,,,,,,,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,-2.3,1.28571428571429,0.857142857142857,4
114,"English",0,2,4,4,0,4,4,2,-1,2,2,-1,2,5,5,5,5,5,1,1,1,1,3,0,4,0,0,0,0,0,3,3,4,3,4,4,3,4,-2,8,8,4,1,0.7,0.1,1,1,5,"Male","United States",2,3,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,,,,,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,-1,1,0.5,-18
115,"English",0,2,2,4,4,4,0,3,3,3,3,3,3,2,0,5,4,5,4,2,5,5,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,9,9,9,1,0.5,0,1,1,3,"Male","Norway",3,3,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,,,-2,1,1,0
116,"English",0,2,1,2,1,3,0,1,-1,2,1,2,1,3,3,2,2,3,0,1,1,0,1,3,0,1,3,1,1,1,2,3,2,2,1,2,1,2,1,6,9,7,1,1.8,0.5,1,3,6,"Male","United States",3,2,0,1,1,,,0,1,0,1,1,1,1,1,1,1,0,1,1,0,,,1,0,1,1,,,,,,,,,0,1,0,1,,,0,1,,,,,0,0,2,-2.6,1.5,1.16666666666667,-10
117,"English",1,2,4,4,2,4,4,3,3,3,3,3,3,5,5,5,5,5,4,,5,5,5,2,3,2,2,3,2,2,2,4,0,1,0,0,1,1,3,5,8,10,1,1,0,1,2,5,"Male","United States",2,2,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,-1.5,1.6,2,
118,"English",0,2,2,1,0,4,0,-2,-2,3,3,1,-2,4,4,3,4,5,1,0,0,0,0,1,0,0,4,0,0,0,1,0,2,3,2,2,3,3,-2,7,7,4,1,1,0,1,4,5,"Male","United States",3,3,0,1,1,,,,,,,1,0,1,1,1,1,,,1,1,,,,,1,0,,,,,0,1,,,,,1,1,1,1,1,1,,,1,1,0,1,2,,1,0.571428571428571,-19
119,"English",0,2,4,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,1,1,4,1,1,,3,,3,,3,,,,,,,,,,,,,,1,0.8,0,1,4,3,"Male","Canada",2,3,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,2,-3.6,,,-12
