"ID","Language","AtLeastOneOpenResponse","COVIDStatus5","COVIDStatus4","COVIDStatus3","COVIDStatus2","COVIDStatus1","COVIDStatus0","Isolation","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Age","Gender","Country","Education","OrganizationSize","Disabilities","COVIDStatus","AdultCohabitants","ChildCohabitants","FearResilience"
98,"English",1,0,0,0,0,0,1,3,3,3,5,4,5,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,5,1,1,1,1,1,1,7,5,1,1,1,1,1,1,7,10,10,10,1,30,5,1,6,"Male","United States",2,3,0,0,NA,NA,-3.1
99,"English",1,0,0,0,0,0,1,3,4,5,5,NA,4,5,2,5,3,5,3,3,3,4,4,4,3,3,4,4,4,2,1,3,2,3,3,2,5,2,3,4,4,3,3,1,3,5,7,4,1,8,1,1,3,"Male","Sweden",3,2,2,0,2,0,-3.6
100,"English",1,0,0,0,0,1,0,3,NA,5,5,5,5,5,4,5,2,5,3,4,3,5,4,4,5,5,5,5,5,3,1,1,2,2,2,2,4,3,2,2,1,2,2,1,4,7,8,8,1,1,1,0,4,"Male","Belgium",3,1,0,1,1,0,-2.5
101,"English",0,0,0,0,0,0,1,3,2,3,4,5,1,6,4,6,6,6,4,5,4,5,5,5,5,4,5,5,5,1,1,2,2,2,1,2,4,3,2,2,1,2,3,1,4,7,8,8,1,12,0,1,6,"Male","Germany",3,1,0,0,1,0,-1.9
102,"English",1,0,0,0,0,0,1,3,2,5,5,5,NA,5,5,5,6,5,4,5,5,5,5,5,5,5,5,5,5,2,2,2,1,1,2,1,4,2,2,2,2,2,1,1,4,9,9,8,1,4,0.25,1,3,"Male","Slovenia",2,2,0,0,1,0,-1.1
103,"English",1,0,0,0,0,0,1,4,1,4,5,5,2,4,3,4,4,5,5,3,2,5,6,5,5,4,5,5,4,4,2,2,2,1,2,1,6,3,1,3,2,1,2,2,5,7,9,8,1,1,0,1,1,"Male","Germany",1,4,0,0,5,0,-2.5
104,"English",1,0,0,0,0,0,1,3,3,3,5,5,2,6,3,4,5,5,4,3,4,5,5,5,3,3,4,3,4,4,2,2,3,2,1,2,6,3,3,3,3,2,2,3,6,6,7,6,1,7,2,1,3,"Male","United States",2,4,0,0,1,0,-1.7
105,"English",0,0,0,0,0,1,0,3,1,5,1,5,4,4,4,5,5,5,2,4,4,5,4,4,3,3,4,3,3,4,2,1,2,2,2,2,6,3,3,3,2,2,2,3,4,8,7,6,0,4,1,1,4,"Male","United States",3,6,0,1,1,3,2.6
106,"English",0,0,0,0,0,1,0,3,4,3,2,5,4,5,5,6,5,6,4,5,6,5,5,5,5,3,4,4,5,2,NA,1,2,3,3,2,4,1,3,4,3,3,4,1,3,8,7,7,1,2,0,1,4,"Female","United States",4,3,0,1,0,0,-1.6
107,"English",0,0,0,0,0,0,1,3,2,5,2,4,4,6,4,6,4,6,4,3,5,6,5,4,3,1,5,3,5,3,1,2,1,2,2,2,5,3,3,2,3,1,2,1,5,8,9,9,1,10,0,1,4,"Male","United States",2,5,0,0,0,0,-1.8
108,"English",1,0,0,0,0,0,1,3,3,2,2,4,NA,4,6,4,5,6,4,5,5,6,5,5,5,5,4,5,5,4,1,1,1,1,1,1,5,3,1,1,1,1,1,1,5,9,9,9,1,5,0,1,3,"Male","United States",2,2,0,0,0,0,-3.1
109,"English",1,0,0,0,0,0,1,3,4,2,5,5,4,5,4,5,4,5,2,5,3,5,4,5,2,3,5,2,3,2,1,2,4,2,4,2,4,2,2,3,4,2,2,3,4,7,7,5,1,5,0,1,4,"Male","Germany",3,3,0,0,1,0,-2.4
110,"English",1,0,0,0,0,0,1,3,3,5,4,4,1,5,4,5,4,6,3,4,4,5,5,4,5,5,5,5,5,4,2,3,3,2,3,1,6,4,4,4,4,4,2,3,5,8,7,8,1,2,0,1,3,"Male","Canada",1,1,0,0,1,0,NA
111,"English",1,0,0,0,0,0,1,3,5,5,5,5,4,4,4,6,6,5,2,5,5,6,5,6,5,4,6,6,6,4,1,1,2,1,2,1,7,4,1,2,1,1,1,2,7,7,9,8,1,6,0,1,4,"Male","United States",3,4,0,0,0,0,-2.9
112,"English",1,0,0,0,0,1,0,3,3,5,NA,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,1,2,1,1,1,7,4,1,2,2,1,2,1,7,7,9,9,1,3,0,1,3,"Male","France",3,3,0,1,1,0,-4
113,"English",1,0,0,0,0,1,0,4,5,5,5,5,3,6,6,6,6,6,4,5,1,5,4,5,5,5,5,5,4,4,1,2,3,1,1,1,7,4,3,3,2,2,2,3,7,7,9,6,1,4,3,1,5,"Male","United States",2,3,0,1,1,0,-2.3
114,"English",0,0,0,0,0,0,1,3,5,5,1,5,5,5,3,5,5,3,5,6,6,6,6,6,2,2,2,2,4,1,5,1,1,1,1,1,7,4,5,4,5,5,4,5,2,8,8,4,1,7,1,1,5,"Male","United States",2,3,0,0,0,0,-1
115,"English",0,0,0,0,0,0,1,3,3,5,5,5,1,6,6,6,6,6,6,3,1,6,5,6,5,3,6,6,1,2,1,2,2,1,1,2,4,2,2,2,2,1,2,1,5,9,9,9,1,5,0,1,3,"Male","Norway",3,3,0,0,NA,NA,-2
116,"English",0,0,0,0,0,0,1,3,2,3,2,4,1,4,3,5,4,5,4,4,4,3,3,4,1,2,2,1,2,4,1,2,4,2,2,2,6,4,3,3,2,3,2,3,5,6,9,7,1,18,5,1,6,"Male","United States",3,2,0,0,0,2,-2.6
117,"English",1,0,0,0,0,0,1,3,5,5,3,5,5,6,6,6,6,6,6,6,6,6,6,6,5,NA,6,6,6,3,4,3,3,4,3,3,6,5,1,2,1,1,2,2,7,5,8,10,1,10,0,1,5,"Male","United States",2,2,0,0,1,0,-1.5
118,"English",0,0,0,0,0,0,1,3,3,2,1,5,1,2,2,6,6,4,2,5,5,4,5,6,2,1,1,1,1,2,1,1,5,1,1,1,5,1,3,4,3,3,4,4,2,7,7,4,1,10,0,1,5,"Male","United States",3,3,0,0,1,2,NA
119,"English",0,0,0,0,0,0,1,3,5,4,5,4,5,6,6,6,6,6,6,5,5,5,5,5,2,2,5,2,2,NA,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,3,"Male","Canada",2,3,0,0,1,2,-3.6
120,"English",1,0,0,1,0,0,0,3,1,5,5,4,4,6,5,5,5,5,5,5,3,4,4,5,3,2,1,3,3,2,1,3,3,1,2,2,4,3,1,2,3,2,2,1,4,7,7,8,1,5,0,1,3,"Male","Denmark",3,5,1,3,1,0,-3.4
121,"English",1,0,0,0,0,0,1,3,4,5,4,5,3,5,4,6,4,6,3,3,2,1,4,4,6,3,4,4,6,5,2,4,4,1,1,1,4,4,1,3,4,1,1,1,6,8,8,10,0,2,1,1,3,"Male","United States",2,5,0,0,2,0,0.7
122,"English",1,0,0,0,0,0,1,3,3,5,4,5,4,6,1,3,1,6,6,5,5,5,5,5,3,5,2,3,5,3,2,3,3,3,3,3,4,2,4,4,4,3,3,2,4,8,7,7,1,2.5,0,1,2,"Male","Ireland",2,2,0,0,1,0,NA
123,"English",0,0,0,0,1,0,0,3,4,4,5,5,5,6,5,6,5,5,6,5,5,5,5,5,5,5,4,5,5,3,3,3,3,2,3,2,7,3,2,3,2,2,2,2,4,7,7,7,1,6,4,1,3,"Male","Ireland",2,5,0,2,2,0,-1.3
124,"English",1,0,0,0,0,0,1,3,4,5,5,4,3,4,5,6,4,6,3,5,4,5,4,5,4,4,4,4,5,3,1,3,3,3,3,2,4,3,3,3,2,2,2,2,4,5,6,6,1,10,4,1,5,"Male","United States",2,3,2,0,2,1,-1.7
125,"English",1,0,0,0,0,0,1,3,1,3,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,2,1,1,2,1,1,2,4,2,1,2,1,1,1,1,4,8,8,8,1,3,1,1,6,"Male","United States",2,4,1,0,2,0,-3.2
126,"English",1,0,0,0,0,0,1,3,3,5,3,5,NA,6,6,4,6,6,6,4,3,5,4,4,5,5,5,5,5,5,2,3,4,3,3,1,7,5,2,2,2,1,1,2,7,6,8,9,1,5,0,1,4,"Male","United States",2,3,0,0,1,3,-2.3
127,"English",0,0,0,0,0,0,1,3,3,5,4,5,4,6,4,6,4,3,6,6,5,6,6,6,6,5,6,6,5,5,3,1,3,1,2,1,7,5,1,1,1,1,1,3,7,7,10,10,1,10,6,1,4,"Male","Mexico",2,6,0,0,1,0,NA
128,"English",0,0,0,0,0,0,1,3,2,4,4,5,4,5,5,6,5,6,6,4,5,4,5,5,5,4,4,4,5,4,1,2,2,2,2,2,5,4,2,2,2,2,2,1,5,7,8,8,1,3,2,1,5,"Male","Canada",2,3,0,0,1,0,-2.6
129,"English",0,0,0,0,0,0,1,3,1,2,4,5,3,6,2,6,2,5,5,1,3,2,2,3,2,1,2,3,3,4,3,2,3,3,2,2,4,4,3,3,2,4,3,2,4,6,7,5,1,7,0,1,4,"Male","New Zealand",3,5,0,0,1,0,-2.3
130,"English",0,0,0,0,0,0,1,3,4,5,5,5,5,6,5,5,6,6,4,6,5,5,4,5,4,4,4,4,3,3,3,2,3,2,3,2,5,3,4,4,3,3,3,3,5,8,8,6,1,4,0,1,2,"Male","United States",1,6,2,0,NA,1,-2.2
131,"English",0,0,0,0,0,0,1,3,3,3,4,5,3,4,4,3,4,4,4,5,5,5,5,5,2,2,2,2,1,4,1,1,2,1,2,1,6,2,4,4,4,3,2,3,3,6,9,4,1,6,0,1,6,"Male","United States",4,2,0,0,1,3,0
132,"English",0,0,0,0,0,0,1,3,3,5,5,5,3,6,5,6,5,5,6,4,4,5,4,4,5,5,5,5,5,4,2,2,4,2,3,2,6,4,2,2,1,2,2,3,5,7,9,9,0,16,12,1,5,"Male","Spain",2,2,0,0,1,0,NA
133,"English",1,0,0,0,0,0,1,3,2,5,5,5,3,6,6,6,6,6,6,3,3,6,2,4,5,5,6,5,5,4,2,2,2,2,5,3,6,4,5,1,3,1,1,1,6,7,9,10,1,8,0,1,4,"Male","Germany",3,3,0,0,0,0,-0.3
134,"English",1,0,0,0,0,0,1,2,5,5,5,5,5,5,4,6,5,6,5,5,5,6,5,5,5,5,5,5,5,3,1,2,1,2,2,2,4,3,2,2,1,1,3,1,4,8,8,7,0,18,6,1,6,"Female","Indonesia",2,5,0,0,2,1,1.5
135,"English",0,0,0,0,0,0,1,3,4,5,5,5,4,6,4,6,6,6,5,6,5,6,5,6,4,2,3,4,4,3,4,2,3,3,2,3,4,2,2,2,3,3,2,2,4,6,6,5,1,3,1,1,3,"Male","United States",2,6,0,0,1,0,NA
136,"English",0,0,0,0,0,0,1,2,4,5,5,5,5,6,6,6,6,6,6,4,4,4,4,4,5,5,5,5,5,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,7,7,8,0,NA,0,1,3,"Male","Indonesia",2,4,0,0,5,2,NA
137,"English",0,0,0,0,0,1,0,3,1,5,5,5,1,4,3,6,4,6,2,5,5,5,5,5,4,4,5,4,4,3,1,4,4,2,2,2,4,4,2,3,3,3,2,3,4,7,8,8,1,17,3,1,6,"Male","Israel",3,3,0,1,3,0,-2
138,"English",1,0,0,0,0,0,1,3,3,2,3,4,3,5,2,5,3,6,5,2,3,4,3,4,4,2,4,4,5,4,1,1,1,1,1,1,7,3,1,1,1,1,1,3,6,8,10,9,1,11,0,1,4,"Male","United States",3,3,0,0,1,0,-3.4
139,"English",1,0,0,0,0,1,0,3,4,5,4,3,1,2,3,6,6,5,2,3,5,3,5,3,4,2,2,2,4,2,5,4,3,4,3,3,3,2,2,4,2,2,2,4,3,8,8,6,1,3,0,1,3,"Male","Indonesia",3,3,0,1,2,2,0.5
140,"English",0,0,0,0,0,0,1,3,3,3,3,5,3,3,3,3,3,3,3,2,2,2,2,2,4,3,2,2,2,4,3,3,3,3,2,2,5,4,3,3,3,3,3,3,6,6,5,6,1,NA,NA,1,2,"Female","Indonesia",NA,2,0,0,NA,NA,NA
141,"English",0,0,0,0,0,0,1,2,1,2,4,5,1,4,6,4,6,4,4,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,6,8,6,8,0,10,1,1,4,"Female","Indonesia",0,2,0,0,NA,NA,NA
142,"English",0,0,0,0,0,0,1,3,5,1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,5,1,1,1,1,1,1,7,4,2,1,1,1,1,1,6,10,10,9,0,13,2,1,4,"Male","United States",1,4,0,0,1,0,-4.1
143,"English",0,0,0,1,0,0,0,3,4,4,5,5,5,5,4,6,3,6,4,5,3,5,2,5,4,4,3,5,4,4,3,2,2,2,1,1,6,3,1,3,3,2,1,4,7,7,9,9,1,2,0,1,2,"Female","United States",2,5,0,3,1,0,NA
144,"English",0,0,0,0,0,0,1,3,2,4,4,5,3,3,3,4,2,5,1,3,3,5,3,2,2,2,2,2,1,3,1,2,3,2,2,1,5,2,3,4,4,3,4,3,3,9,8,5,1,20,1,1,7,"Male","Israel",1,4,0,0,1,1,-3.4
145,"English",1,0,0,0,0,0,1,3,3,3,4,5,1,5,5,5,5,6,4,5,6,5,4,4,3,3,4,4,3,3,1,3,3,1,3,2,2,2,4,4,4,4,3,4,2,6,6,4,1,6,0,1,5,"Male","United States",4,6,0,0,1,2,0
146,"English",0,0,0,0,0,0,1,3,1,4,5,5,5,5,2,6,4,5,4,5,5,4,5,4,5,4,4,4,5,4,2,2,2,3,3,2,6,4,2,3,3,3,2,2,6,7,8,7,1,12,1,1,5,"Male","Australia",3,2,0,0,1,0,-2.1
147,"English",0,0,0,0,0,0,1,3,3,5,5,5,5,6,6,6,3,6,6,2,2,4,2,3,5,5,4,5,5,3,2,2,3,2,3,2,5,4,2,2,2,2,2,2,6,7,8,8,0,3.5,0,1,3,"Female","Indonesia",3,2,0,0,NA,NA,NA
148,"English",0,0,0,0,1,1,0,3,2,3,4,3,1,6,4,5,2,3,1,3,4,5,2,3,3,4,3,3,2,2,3,3,3,3,1,2,4,2,3,4,2,4,3,3,3,4,5,3,0,8,1,1,5,"Male","United States",3,2,0,2,2,2,-0.5
149,"English",1,0,0,0,0,0,1,3,1,5,5,4,1,6,1,4,2,4,5,5,5,6,5,6,3,3,2,4,5,3,1,2,4,2,3,2,4,2,2,2,3,2,2,4,3,7,7,5,1,5,0,1,3,"Female","United Kingdom",3,3,0,0,1,0,-2.9
150,"English",0,0,0,0,0,0,1,3,4,2,2,5,5,4,6,6,6,6,3,1,2,3,2,2,1,1,2,2,1,3,1,2,3,3,2,3,4,3,2,3,2,3,3,2,4,6,6,4,1,19,0,1,5,"Male","New Zealand",2,4,0,0,1,1,-2
151,"English",1,0,0,0,0,0,1,3,1,4,5,5,4,6,5,6,5,5,3,5,5,5,5,5,5,5,5,5,5,2,2,3,4,4,4,3,4,3,4,4,3,3,3,1,3,7,5,4,1,15,1,1,5,"Male","New Zealand",3,4,0,0,1,0,-4.1
152,"English",0,0,0,0,0,1,0,3,1,3,2,4,1,4,5,4,5,3,3,3,1,3,2,4,5,3,5,4,6,3,3,3,3,3,3,3,5,4,3,2,1,2,2,3,5,7,7,8,1,1,1,1,3,"Female","United States",3,3,0,1,1,0,-0.1
153,"English",1,0,0,0,0,0,1,3,5,4,5,5,3,6,5,6,6,6,3,5,5,5,5,5,4,4,4,4,2,4,1,2,1,1,2,2,6,2,3,4,3,2,3,4,4,7,8,6,1,7,3,1,3,"Male","United States",3,2,0,0,1,0,-3.6
154,"English",1,0,0,0,0,0,1,3,NA,5,5,2,3,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,1,3,2,1,1,1,7,5,2,2,3,1,2,1,7,7,9,9,1,30,7,1,8,"Male","Germany",0,5,0,0,5,0,-4.1
155,"English",0,0,0,0,0,0,1,3,4,4,4,5,4,5,3,4,4,6,5,4,3,5,6,5,5,5,5,5,6,3,1,1,2,2,2,2,5,4,2,3,3,2,2,3,5,8,9,7,1,10,3,1,4,"Male","Germany",2,3,0,0,0,0,NA
156,"English",1,0,0,0,0,0,1,3,2,4,3,4,3,4,4,5,4,5,4,3,3,4,4,4,5,4,4,3,5,2,1,3,3,3,2,4,4,3,3,3,3,2,2,2,4,8,6,6,1,8,1,1,6,"Male","Germany",3,3,0,0,0,0,-3.8
157,"English",1,0,0,0,0,0,1,4,5,4,4,5,5,6,6,6,6,6,6,5,2,5,2,4,4,6,5,5,4,4,2,3,2,2,2,2,6,4,1,2,2,1,1,2,6,6,8,9,1,11,4,1,4,"Male","Austria",3,2,2,0,0,0,0
158,"English",1,0,0,0,0,0,1,4,1,4,5,5,5,6,3,4,6,6,4,3,1,3,4,4,4,3,3,4,1,3,1,3,4,3,3,3,4,3,2,2,3,2,2,1,6,7,6,8,1,4,1,1,2,"Male","Germany",1,1,0,0,2,0,-3.1
159,"English",1,0,0,0,1,0,0,3,4,5,5,5,2,3,4,5,4,6,3,5,5,5,5,5,3,3,3,3,4,2,1,3,2,2,3,3,4,2,2,2,3,2,2,1,4,7,9,7,1,5,0,1,2,"Male","Germany",2,2,0,2,0,0,NA
160,"English",0,0,0,0,0,0,1,3,1,5,5,4,4,6,6,6,6,6,4,5,5,4,5,4,4,5,5,5,4,4,2,2,3,3,1,1,6,4,1,2,3,2,2,1,6,6,8,7,1,10,2,1,5,"Male","Germany",3,6,0,0,0,0,NA
161,"English",0,0,0,0,0,0,1,3,NA,4,5,4,4,5,4,6,5,6,4,4,5,4,5,5,5,5,5,5,5,3,1,2,2,2,2,3,5,3,2,2,2,2,2,1,5,6,7,8,1,6,0,1,5,"Male","Germany",3,2,0,0,1,0,-3.5
162,"English",0,0,0,0,0,0,1,3,3,5,5,5,2,6,5,5,4,6,4,4,4,4,5,4,5,4,4,4,4,4,1,2,3,3,1,2,6,3,1,2,2,1,2,1,6,5,8,8,1,15,0,1,6,"Male","Austria",3,4,0,0,1,1,-3.6
163,"English",1,0,0,0,0,0,1,3,2,5,5,2,5,6,5,6,5,6,5,6,6,6,6,6,6,6,4,6,6,4,1,2,4,1,2,2,7,5,1,1,2,1,1,1,7,7,9,9,1,10,1,1,3,"Male","Germany",2,3,0,0,0,0,-4.1
164,"English",0,0,0,0,0,0,1,4,5,4,5,5,4,6,6,3,6,6,5,3,3,4,2,3,5,2,2,3,5,4,2,1,2,1,1,1,7,3,1,2,2,1,1,2,6,6,9,9,1,20,10,1,6,"Male","Germany",3,4,0,0,0,0,-3.6
165,"English",0,0,0,0,0,0,1,3,2,1,5,4,4,6,5,5,5,6,6,4,5,6,6,5,6,5,6,5,5,3,1,2,2,1,5,2,4,2,2,2,2,2,2,1,4,8,8,8,1,25,20,1,8,"Male","Germany",3,2,0,0,1,0,-1.6
166,"English",0,0,0,0,0,0,1,3,1,5,5,5,3,5,5,6,6,6,5,3,2,5,5,4,5,2,5,4,2,4,2,3,3,1,2,1,6,4,2,3,3,1,1,2,6,6,8,8,1,11,0,1,5,"Male","Germany",3,2,0,0,1,0,-3
167,"English",0,0,0,0,0,0,1,3,3,5,5,5,3,5,5,6,6,6,2,4,4,5,5,5,6,5,5,6,5,4,3,1,2,2,2,1,6,4,3,2,2,2,1,2,6,7,8,8,1,5,0,1,4,"Male","Germany",3,3,0,0,1,1,-2.9
168,"English",0,0,0,0,0,0,1,3,1,4,1,5,1,6,3,6,5,6,3,1,1,2,3,1,1,1,2,1,3,3,1,3,3,2,3,2,6,4,2,2,3,1,1,1,7,7,8,9,1,3,0,1,3,"Female","Germany",2,2,0,0,0,0,-2.2
169,"English",0,0,0,0,0,0,1,3,3,4,5,5,3,6,4,4,4,6,5,5,4,5,5,5,5,5,5,4,4,3,2,1,2,1,1,1,6,4,1,2,1,1,1,1,6,7,8,8,1,15,1,1,7,"Male","Germany",2,3,0,0,1,0,-2.1
170,"English",0,0,0,0,0,0,1,3,2,5,3,5,3,6,4,5,5,6,5,5,4,5,4,4,5,6,5,5,5,3,1,3,3,1,2,1,5,3,1,3,4,1,1,3,5,7,8,7,1,3,0,1,4,"Male","Germany",3,3,0,0,1,0,NA
171,"English",0,0,0,0,0,0,1,3,2,4,5,3,4,5,3,6,4,4,5,4,4,5,5,4,4,3,5,5,5,3,2,2,2,3,2,2,6,3,3,2,2,2,2,3,6,6,8,9,1,18,3,1,6,"Male","Germany",3,2,0,0,3,2,NA
172,"English",0,0,0,0,0,0,1,3,4,5,2,4,4,6,5,6,5,6,6,4,5,4,5,5,6,5,4,5,6,3,2,3,3,2,4,2,5,4,3,2,3,2,1,3,6,5,7,8,1,15,0,1,6,"Male","Germany",3,4,0,0,0,0,-3.5
173,"English",0,0,0,0,0,0,1,3,3,3,4,4,2,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,4,1,2,2,2,2,1,6,4,2,2,2,2,2,1,6,5,7,7,1,20,3,1,6,"Male","Germany",0,1,0,0,0,0,-3.5
174,"English",1,0,0,0,0,0,1,3,2,4,5,4,5,6,6,6,6,6,6,4,3,5,3,3,4,4,5,4,4,3,1,1,2,3,3,2,4,3,1,2,1,2,2,1,5,8,8,8,1,20,2,1,5,"Male","Germany",2,3,0,0,0,0,-3.5
175,"English",1,0,0,0,0,0,1,3,5,4,3,3,2,6,1,5,1,6,4,5,5,6,5,4,2,2,2,1,2,2,2,3,3,2,2,2,4,3,2,2,4,2,2,2,5,6,8,6,1,26,0,1,6,"Male","Germany",2,4,0,0,1,0,NA
176,"English",0,0,0,0,0,0,1,3,3,5,5,1,2,6,4,6,4,6,3,3,3,4,4,4,4,4,3,4,5,4,2,1,2,2,1,2,6,2,3,3,3,3,3,2,5,7,8,4,1,12,0,1,5,"Male","Germany",3,5,0,0,0,0,-3.5
177,"English",1,0,0,0,0,0,1,3,4,5,4,5,3,3,5,4,5,6,1,3,3,4,4,4,3,2,2,3,2,2,2,2,1,1,1,1,6,2,1,3,3,2,1,2,6,7,10,8,1,8,3,1,4,"Male","Germany",3,5,0,0,1,2,-2.1
178,"English",0,0,0,0,0,0,0,3,3,5,3,5,5,5,6,6,5,6,3,5,5,6,6,5,2,2,5,3,4,3,3,3,3,2,3,2,3,3,4,3,3,4,NA,4,2,8,7,3,1,25,0,1,8,"Female","Switzerland",3,2,0,0,2,0,NA
179,"English",0,0,0,0,0,0,1,3,1,5,5,4,3,4,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,4,1,2,2,1,1,1,7,4,2,2,2,1,1,2,6,6,9,9,1,3,0,1,4,"Male","Germany",2,3,0,0,1,0,-3
180,"English",1,0,0,0,0,0,1,3,2,5,5,5,1,6,4,5,3,6,6,5,3,5,3,5,5,4,4,5,4,3,1,2,2,2,2,2,5,2,2,2,2,2,3,2,5,7,7,8,0,14,1,1,5,"Male","Germany",3,6,0,0,1,0,-3.7
181,"English",1,0,0,0,0,0,1,3,3,5,5,4,4,5,4,6,6,6,4,6,2,5,3,3,3,6,5,4,2,4,2,2,1,2,2,1,7,4,2,2,2,2,1,3,7,8,9,9,1,13,13,1,4,"Male","Germany",3,5,0,0,1,0,-3.6
182,"English",0,0,0,0,0,0,1,3,1,4,5,5,4,6,6,5,5,5,5,5,5,6,5,5,4,4,3,4,4,4,1,2,2,1,2,1,6,2,3,2,3,2,1,3,4,7,8,7,1,8.5,3,1,3,"Male","Germany",2,6,2,0,0,0,-3.5
183,"English",1,0,0,0,0,0,1,3,2,5,5,5,1,5,6,6,6,6,3,4,4,5,6,5,4,5,5,6,6,4,1,2,5,2,2,1,6,4,1,4,3,1,1,1,7,7,9,8,1,4,0,1,4,"Male","Germany",3,2,0,0,2,0,-2
184,"English",1,0,0,0,0,0,1,3,4,5,5,4,2,6,3,6,4,6,6,2,2,3,3,2,5,5,5,4,5,2,1,3,3,2,2,2,4,2,2,1,2,2,1,1,5,7,7,7,1,14,0,1,5,"Male","Germany",3,4,0,0,1,1,-2.5
185,"English",1,0,0,0,0,0,1,3,5,4,3,5,5,6,3,6,2,6,3,4,3,3,6,5,6,3,4,4,4,3,1,3,3,4,3,3,5,3,2,3,4,2,3,2,4,8,9,8,1,8,1,1,4,"Male","Germany",3,4,0,0,1,0,-4
186,"English",1,0,0,0,0,0,1,3,NA,5,5,5,5,5,4,6,4,6,5,5,6,5,5,5,5,6,6,6,6,4,1,1,4,1,1,2,7,4,1,5,1,1,1,1,7,9,9,9,1,20,0,1,5,"Male",NA,2,6,0,0,1,2,NA
187,"English",0,0,0,0,0,0,1,3,1,3,4,5,4,6,3,6,4,6,3,3,3,3,3,3,4,3,4,4,4,2,2,4,3,1,3,4,3,2,2,4,4,1,4,3,4,5,3,4,1,3,0,1,6,"Male","Germany",2,2,1,0,0,0,0.3
188,"English",1,0,0,0,0,0,1,3,3,5,5,5,5,6,6,6,6,6,6,4,4,5,5,5,6,4,4,5,5,3,1,1,2,1,1,2,5,3,1,1,2,1,1,1,6,7,8,9,1,18,2,1,6,"Male","Germany",3,3,1,0,0,0,-2
189,"English",0,0,0,0,0,0,1,3,1,4,3,5,1,6,3,6,5,6,4,5,4,5,5,6,5,5,5,6,4,4,1,2,3,3,3,2,4,4,3,3,2,3,2,1,4,8,9,9,1,15,8,1,5,"Male","Germany",3,2,0,0,1,0,-2.1
190,"English",1,0,0,0,0,0,1,3,1,1,5,5,1,6,6,6,6,6,6,4,1,4,2,4,3,3,4,5,4,4,3,3,3,2,3,1,7,4,2,2,2,2,2,2,7,7,8,8,0,10,2,1,3,"Male","Germany",2,2,0,0,1,0,0.3
191,"English",1,0,0,0,0,0,1,3,1,4,5,5,4,6,4,5,3,6,5,4,4,3,5,5,5,5,5,5,5,4,1,3,3,1,2,2,6,4,2,3,3,2,2,1,6,7,9,8,1,12,0,1,5,"Male","Switzerland",3,5,0,0,1,0,-3.6
192,"English",1,0,0,0,0,0,1,3,NA,5,2,5,3,6,6,6,6,6,4,4,3,4,2,4,6,5,5,6,6,3,3,1,3,3,3,3,4,3,2,2,2,1,3,2,5,7,8,9,0,8,0,1,5,"Male","Germany",3,5,0,0,1,0,0.1
193,"English",0,0,0,0,0,0,1,3,5,5,5,4,3,3,4,5,5,6,2,4,3,4,4,4,3,3,2,3,3,3,2,3,3,2,3,3,5,1,3,4,4,4,4,3,2,5,7,3,1,7,0,1,5,"Male","Germany",4,2,0,0,1,2,-3.6
194,"English",1,0,0,0,0,0,1,3,3,5,2,5,1,5,2,2,3,5,4,1,2,2,3,1,5,2,3,2,2,3,1,2,4,4,3,3,4,3,2,2,2,3,3,1,4,8,6,7,1,12,0,1,5,"Male","Germany",3,2,0,0,0,0,1
195,"English",0,0,0,0,0,0,1,3,1,3,4,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,3,1,2,2,2,2,2,6,2,3,3,3,2,2,3,4,7,8,7,1,7,0,1,4,"Male","Germany",3,3,0,0,3,0,-3.3
196,"English",0,0,0,0,0,0,1,3,4,4,3,5,2,4,5,5,5,6,3,5,2,4,2,4,2,3,4,2,3,4,2,2,2,2,1,1,6,4,2,2,2,2,1,2,6,5,8,9,1,11,0,1,7,"Male","Germany",3,3,0,0,0,0,-0.6
